posicao_sk;#corrida_sk;#piloto_sk;#construtor_sk;total_pontos;posicao_campeonato;total_vitorias;standing_brz_id_auditoria
20357;712;341;;6.0;8;0;50805
20358;712;360;;7.0;7;0;50804
20359;712;356;;8.0;6;0;50803
20360;712;427;;0.0;19;0;50802
20361;712;364;;10.0;5;1;50801
20362;712;385;;0.0;17;0;50800
20363;712;403;;0.0;13;0;50799
20364;712;346;;0.0;16;0;50798
20365;712;383;;1.0;11;0;50797
20366;712;305;;1.0;12;0;50796
20367;712;347;;2.0;9;0;50795
20368;712;373;;21.0;1;2;50794
20369;712;397;;11.0;4;0;50793
20370;712;386;;11.0;3;0;50792
20371;712;289;;20.0;2;1;50791
20372;713;370;;0.0;29;0;50843
20373;713;380;;0.0;28;0;50842
20374;713;420;;0.0;26;0;50841
20375;713;399;;0.0;21;0;50840
20376;713;374;;0.0;18;0;50839
20377;713;430;;0.0;25;0;50838
20378;713;408;;0.0;24;0;50837
20379;713;394;;0.0;16;0;50836
20380;713;429;;0.0;22;0;50835
20381;713;404;;0.0;19;0;50834
20382;713;428;;0.0;27;0;50833
20383;713;309;;0.0;23;0;50832
20384;713;278;;2.0;11;0;50831
20385;713;401;;0.0;15;0;50830
20386;713;341;;10.0;7;0;50829
20387;713;360;;7.0;8;0;50828
20388;713;356;;11.0;5;0;50827
20389;713;427;;0.0;20;0;50826
20390;713;364;;10.0;6;1;50825
20391;713;385;;2.0;9;0;50824
20392;713;403;;1.0;13;0;50823
20393;713;346;;0.0;17;0;50822
20394;713;383;;1.0;12;0;50821
20395;713;305;;1.0;14;0;50820
20396;713;347;;2.0;10;0;50819
20397;713;373;;30.0;1;3;50818
20398;713;397;;11.0;4;0;50817
20399;713;386;;11.0;3;0;50816
20400;713;289;;26.0;2;1;50815
20401;714;431;;0.0;28;0;50875
20402;714;405;;0.0;23;0;50874
20403;714;423;;0.0;21;0;50873
20404;714;370;;0.0;32;0;50872
20405;714;380;;0.0;31;0;50871
20406;714;420;;0.0;29;0;50870
20407;714;399;;0.0;25;0;50869
20408;714;374;;0.0;19;0;50868
20409;714;430;;0.0;27;0;50867
20410;714;408;;1.0;17;0;50866
20411;714;394;;0.0;20;0;50865
20412;714;429;;0.0;26;0;50864
20413;714;404;;0.0;22;0;50863
20414;714;428;;0.0;30;0;50862
20415;714;309;;0.0;24;0;50861
20416;714;278;;2.0;12;0;50860
20417;714;401;;0.0;18;0;50859
20418;714;341;;19.0;3;1;50858
20419;714;360;;7.0;8;0;50857
20420;714;356;;11.0;6;0;50856
20421;714;427;;2.0;13;0;50855
20422;714;364;;10.0;7;1;50854
20423;714;385;;6.0;9;0;50853
20424;714;403;;1.0;15;0;50852
20425;714;346;;3.0;10;0;50851
20426;714;383;;1.0;14;0;50850
20427;714;305;;1.0;16;0;50849
20428;714;347;;2.0;11;0;50848
20429;714;373;;30.0;2;3;50847
20430;714;397;;11.0;5;0;50846
20431;714;386;;11.0;4;0;50845
20432;714;289;;32.0;1;1;50844
20433;715;358;;0.0;26;0;50908
20434;715;431;;0.0;29;0;50907
20435;715;405;;0.0;23;0;50906
20436;715;423;;0.0;22;0;50905
20437;715;370;;0.0;33;0;50904
20438;715;380;;0.0;32;0;50903
20439;715;420;;0.0;30;0;50902
20440;715;399;;0.0;25;0;50901
20441;715;374;;0.0;21;0;50900
20442;715;430;;0.0;28;0;50899
20443;715;408;;4.0;11;0;50898
20444;715;394;;0.0;19;0;50897
20445;715;429;;0.0;27;0;50896
20446;715;404;;2.0;14;0;50895
20447;715;428;;0.0;31;0;50894
20448;715;309;;0.0;24;0;50893
20449;715;278;;2.0;15;0;50892
20450;715;401;;0.0;20;0;50891
20451;715;341;;19.0;3;1;50890
20452;715;360;;7.0;9;0;50889
20453;715;356;;11.0;6;0;50888
20454;715;427;;2.0;16;0;50887
20455;715;364;;10.0;8;1;50886
20456;715;385;;15.0;5;1;50885
20457;715;403;;1.0;17;0;50884
20458;715;346;;3.0;12;0;50883
20459;715;383;;5.0;10;0;50882
20460;715;305;;1.0;18;0;50881
20461;715;347;;3.0;13;0;50880
20462;715;373;;30.0;2;3;50879
20463;715;397;;11.0;7;0;50878
20464;715;386;;17.0;4;0;50877
20465;715;289;;32.0;1;1;50876
20466;716;340;;0.0;36;0;50945
20467;716;402;;0.0;34;0;50944
20468;716;432;;0.0;29;0;50943
20469;716;375;;0.0;23;0;50942
20470;716;358;;0.0;27;0;50941
20471;716;431;;0.0;32;0;50940
20472;716;405;;0.0;25;0;50939
20473;716;423;;0.0;22;0;50938
20474;716;370;;0.0;37;0;50937
20475;716;380;;0.0;35;0;50936
20476;716;420;;0.0;31;0;50935
20477;716;399;;0.0;26;0;50934
20478;716;374;;1.0;19;0;50933
20479;716;430;;0.0;30;0;50932
20480;716;408;;4.0;11;0;50931
20481;716;394;;0.0;20;0;50930
20482;716;429;;0.0;28;0;50929
20483;716;404;;4.0;12;0;50928
20484;716;428;;0.0;33;0;50927
20485;716;309;;0.0;24;0;50926
20486;716;278;;2.0;15;0;50925
20487;716;401;;0.0;21;0;50924
20488;716;341;;28.0;3;2;50923
20489;716;360;;13.0;6;0;50922
20490;716;356;;11.0;7;0;50921
20491;716;427;;2.0;16;0;50920
20492;716;364;;10.0;9;1;50919
20493;716;385;;19.0;5;1;50918
20494;716;403;;1.0;17;0;50917
20495;716;346;;3.0;13;0;50916
20496;716;383;;5.0;10;0;50915
20497;716;305;;1.0;18;0;50914
20498;716;347;;3.0;14;0;50913
20499;716;373;;30.0;2;3;50912
20500;716;397;;11.0;8;0;50911
20501;716;386;;20.0;4;0;50910
20502;716;289;;32.0;1;1;50909
20503;717;434;;0.0;29;0;50984
20504;717;433;;2.0;17;0;50983
20505;717;340;;0.0;38;0;50982
20506;717;402;;0.0;36;0;50981
20507;717;432;;0.0;31;0;50980
20508;717;375;;0.0;24;0;50979
20509;717;358;;0.0;28;0;50978
20510;717;431;;0.0;34;0;50977
20511;717;405;;0.0;26;0;50976
20512;717;423;;0.0;23;0;50975
20513;717;370;;0.0;39;0;50974
20514;717;380;;0.0;37;0;50973
20515;717;420;;0.0;33;0;50972
20516;717;399;;0.0;27;0;50971
20517;717;374;;1.0;21;0;50970
20518;717;430;;0.0;32;0;50969
20519;717;408;;4.0;12;0;50968
20520;717;394;;0.0;22;0;50967
20521;717;429;;0.0;30;0;50966
20522;717;404;;4.0;13;0;50965
20523;717;428;;0.0;35;0;50964
20524;717;309;;0.0;25;0;50963
20525;717;278;;2.0;15;0;50962
20526;717;401;;1.0;19;0;50961
20527;717;341;;34.0;2;2;50960
20528;717;360;;13.0;6;0;50959
20529;717;356;;11.0;7;0;50958
20530;717;427;;2.0;16;0;50957
20531;717;364;;10.0;9;1;50956
20532;717;385;;19.0;5;1;50955
20533;717;403;;1.0;18;0;50954
20534;717;346;;7.0;10;0;50953
20535;717;383;;5.0;11;0;50952
20536;717;305;;1.0;20;0;50951
20537;717;347;;3.0;14;0;50950
20538;717;373;;30.0;3;3;50949
20539;717;397;;11.0;8;0;50948
20540;717;386;;23.0;4;0;50947
20541;717;289;;39.0;1;2;50946
20542;718;382;;0.0;26;0;51025
20543;718;345;;1.0;22;0;51024
20544;718;434;;0.0;28;0;51023
20545;718;433;;2.0;18;0;51022
20546;718;340;;0.0;40;0;51021
20547;718;402;;0.0;38;0;51020
20548;718;432;;0.0;33;0;51019
20549;718;375;;0.0;25;0;51018
20550;718;358;;0.0;31;0;51017
20551;718;431;;0.0;36;0;51016
20552;718;405;;0.0;29;0;51015
20553;718;423;;0.0;24;0;51014
20554;718;370;;0.0;41;0;51013
20555;718;380;;0.0;39;0;51012
20556;718;420;;0.0;35;0;51011
20557;718;399;;0.0;30;0;51010
20558;718;374;;4.0;12;0;51009
20559;718;430;;0.0;34;0;51008
20560;718;408;;4.0;13;0;51007
20561;718;394;;0.0;23;0;51006
20562;718;429;;0.0;32;0;51005
20563;718;404;;4.0;14;0;51004
20564;718;428;;0.0;37;0;51003
20565;718;309;;0.0;27;0;51002
20566;718;278;;2.0;16;0;51001
20567;718;401;;1.0;20;0;51000
20568;718;341;;40.0;1;2;50999
20569;718;360;;13.0;7;0;50998
20570;718;356;;11.0;8;0;50997
20571;718;427;;2.0;17;0;50996
20572;718;364;;19.0;6;2;50995
20573;718;385;;23.0;4;1;50994
20574;718;403;;1.0;19;0;50993
20575;718;346;;7.0;10;0;50992
20576;718;383;;5.0;11;0;50991
20577;718;305;;1.0;21;0;50990
20578;718;347;;3.0;15;0;50989
20579;718;373;;32.0;3;3;50988
20580;718;397;;11.0;9;0;50987
20581;718;386;;23.0;5;0;50986
20582;718;289;;39.0;2;2;50985
20583;719;430;;0.0;25;0;63373
20584;719;385;;0.0;24;0;63372
20585;719;439;;0.0;23;0;63371
20586;719;438;;0.0;22;0;63370
20587;719;437;;0.0;21;0;63369
20588;719;436;;0.0;20;0;63368
20589;719;394;;0.0;19;0;63367
20590;719;403;;0.0;18;0;63366
20591;719;428;;0.0;17;0;63365
20592;719;278;;0.0;16;0;63364
20593;719;346;;0.0;15;0;63363
20594;719;440;;0.0;14;0;63362
20595;719;364;;0.0;13;0;63361
20596;719;427;;0.0;12;0;63360
20597;719;435;;0.0;11;0;63359
20598;719;404;;0.0;10;0;63358
20599;719;356;;0.0;9;0;63357
20600;719;373;;0.0;8;0;63356
20601;719;347;;0.0;7;0;63355
20602;719;401;;1.0;6;0;63354
20603;719;408;;2.0;5;0;63353
20604;719;341;;3.0;4;0;63352
20605;719;360;;4.0;3;0;63351
20606;719;386;;6.0;2;0;63350
20607;719;289;;9.0;1;1;63349
20608;720;375;;0.0;26;0;63401
20609;720;397;;0.0;25;0;63400
20610;720;408;;2.0;8;0;63378
20611;720;347;;2.0;7;0;63380
20612;720;376;;0.0;15;0;63399
20613;720;430;;1.0;10;0;63398
20614;720;385;;0.0;27;0;63397
20615;720;438;;0.0;11;0;63395
20616;720;437;;0.0;24;0;63394
20617;720;436;;0.0;23;0;63393
20618;720;394;;0.0;22;0;63392
20619;720;403;;0.0;19;0;63391
20620;720;428;;0.0;21;0;63390
20621;720;278;;0.0;20;0;63389
20622;720;346;;0.0;18;0;63388
20623;720;440;;0.0;16;0;63387
20624;720;364;;4.0;5;0;63386
20625;720;427;;0.0;17;0;63385
20626;720;435;;0.0;14;0;63384
20627;720;404;;0.0;13;0;63383
20628;720;356;;0.0;12;0;63382
20629;720;373;;9.0;2;1;63381
20630;720;401;;1.0;9;0;63379
20631;721;423;;0.0;24;0;63430
20632;721;375;;1.0;12;0;63429
20633;721;397;;0.0;27;0;63428
20634;721;376;;0.0;18;0;63427
20635;721;430;;1.0;10;0;63426
20636;721;385;;0.0;28;0;63425
20637;721;439;;0.0;29;0;63424
20638;721;438;;0.0;15;0;63423
20639;721;437;;0.0;26;0;63422
20640;721;436;;0.0;25;0;63421
20641;721;394;;0.0;22;0;63420
20642;721;403;;0.0;21;0;63419
20643;721;428;;0.0;23;0;63418
20644;721;278;;0.0;20;0;63417
20645;721;346;;0.0;13;0;63416
20646;721;440;;0.0;14;0;63415
20647;721;364;;10.0;3;0;63414
20648;721;427;;0.0;19;0;63413
20649;721;435;;0.0;17;0;63412
20650;721;408;;2.0;9;0;63406
20651;721;289;;9.0;5;1;63402
20652;721;386;;11.0;2;0;63403
20653;722;418;;0.0;24;0;63460
20654;722;423;;0.0;26;0;63459
20655;722;397;;0.0;29;0;63457
20656;722;375;;1.0;14;0;63458
20657;722;356;;3.0;9;0;63439
20658;722;376;;0.0;21;0;63456
20659;722;430;;1.0;12;0;63455
20660;722;385;;0.0;19;0;63454
20661;722;439;;0.0;30;0;63453
20662;722;438;;0.0;18;0;63452
20663;722;437;;0.0;28;0;63451
20664;722;436;;0.0;27;0;63450
20665;722;394;;0.0;23;0;63449
20666;722;403;;0.0;22;0;63448
20667;722;428;;0.0;25;0;63447
20668;722;278;;0.0;15;0;63446
20669;722;346;;1.0;11;0;63445
20670;722;440;;0.0;16;0;63444
20671;722;364;;12.0;2;0;63443
20672;722;427;;0.0;17;0;63442
20673;722;404;;3.0;8;0;63440
20674;722;373;;27.0;1;3;63438
20675;722;347;;2.0;10;0;63437
20676;723;373;;36.0;1;4;63468
20677;723;356;;3.0;9;0;63469
20678;723;404;;3.0;8;0;63470
20679;723;435;;0.0;24;0;63471
20680;723;427;;0.0;18;0;63472
20681;723;364;;12.0;5;0;63473
20682;723;440;;1.0;13;0;63474
20683;723;346;;1.0;12;0;63475
20684;723;278;;0.0;17;0;63476
20685;723;428;;0.0;28;0;63477
20686;723;403;;0.0;26;0;63478
20687;723;394;;0.0;27;0;63479
20688;723;436;;0.0;23;0;63480
20689;723;437;;0.0;30;0;63481
20690;723;420;;0.0;29;0;63493
20691;723;383;;0.0;22;0;63492
20692;723;305;;0.0;20;0;63491
20693;723;418;;0.0;21;0;63490
20694;723;423;;0.0;31;0;63489
20695;723;375;;1.0;16;0;63488
20696;723;397;;0.0;32;0;63487
20697;723;376;;0.0;25;0;63486
20698;723;385;;2.0;11;0;63484
20699;723;439;;0.0;33;0;63483
20700;724;442;;0.0;37;0;63530
20701;724;435;;0.0;26;0;63504
20702;724;427;;0.0;19;0;63505
20703;724;364;;12.0;5;0;63506
20704;724;440;;3.0;12;0;63507
20705;724;346;;1.0;14;0;63508
20706;724;278;;0.0;18;0;63509
20707;724;428;;0.0;22;0;63510
20708;724;403;;0.0;28;0;63511
20709;724;394;;0.0;31;0;63512
20710;724;436;;0.0;25;0;63513
20711;724;437;;0.0;30;0;63514
20712;724;438;;0.0;20;0;63515
20713;724;439;;0.0;34;0;63516
20714;724;385;;2.0;13;0;63517
20715;724;430;;1.0;16;0;63518
20716;724;441;;0.0;36;0;63529
20717;724;429;;0.0;35;0;63528
20718;724;432;;0.0;29;0;63527
20719;724;420;;0.0;32;0;63526
20720;724;383;;0.0;24;0;63525
20721;724;305;;0.0;21;0;63524
20722;724;418;;0.0;23;0;63523
20723;724;423;;3.0;10;0;63522
20724;724;375;;1.0;17;0;63521
20725;724;397;;0.0;33;0;63520
20726;724;347;;3.0;11;0;63500
20727;724;373;;42.0;1;4;63501
20728;725;447;;0.0;43;0;63573
20729;725;446;;0.0;42;0;63572
20730;725;444;;0.0;40;0;63570
20731;725;445;;0.0;41;0;63571
20732;725;427;;0.0;19;0;63542
20733;725;443;;0.0;38;0;63569
20734;725;374;;0.0;27;0;63568
20735;725;442;;0.0;39;0;63567
20736;725;441;;0.0;37;0;63566
20737;725;429;;0.0;36;0;63565
20738;725;432;;0.0;31;0;63564
20739;725;420;;0.0;33;0;63563
20740;725;383;;0.0;25;0;63562
20741;725;305;;0.0;20;0;63561
20742;725;418;;0.0;24;0;63560
20743;725;423;;3.0;10;0;63559
20744;725;375;;1.0;17;0;63558
20745;725;397;;0.0;34;0;63557
20746;725;376;;0.0;30;0;63556
20747;725;289;;13.0;5;1;63531
20748;725;430;;1.0;16;0;63555
20749;725;385;;2.0;13;0;63554
20750;725;439;;0.0;35;0;63553
20751;725;438;;0.0;21;0;63552
20752;725;437;;0.0;32;0;63551
20753;725;436;;0.0;26;0;63550
20754;725;394;;0.0;28;0;63549
20755;725;403;;0.0;23;0;63548
20756;725;428;;0.0;22;0;63547
20757;725;278;;0.0;18;0;63546
20758;725;346;;1.0;14;0;63545
20759;725;364;;12.0;6;0;63543
20760;725;435;;0.0;29;0;63541
20761;725;404;;6.0;8;0;63540
20762;725;356;;5.0;9;0;63539
20763;725;373;;51.0;1;5;63538
20764;725;347;;3.0;11;0;63537
20765;725;401;;1.0;15;0;63536
20766;726;450;;0.0;42;0;63622
20767;726;435;;0.0;30;0;63584
20768;726;427;;0.0;20;0;63585
20769;726;364;;12.0;6;0;63586
20770;726;440;;3.0;13;0;63587
20771;726;346;;1.0;15;0;63588
20772;726;278;;0.0;18;0;63589
20773;726;428;;0.0;23;0;63590
20774;726;433;;0.0;39;0;63621
20775;726;434;;0.0;37;0;63620
20776;726;345;;0.0;35;0;63619
20777;726;449;;0.0;33;0;63618
20778;726;448;;0.0;19;0;63617
20779;726;447;;0.0;49;0;63616
20780;726;446;;0.0;48;0;63615
20781;726;445;;0.0;47;0;63614
20782;726;444;;0.0;46;0;63613
20783;726;443;;0.0;44;0;63612
20784;726;374;;0.0;28;0;63611
20785;726;442;;0.0;45;0;63610
20786;726;441;;0.0;43;0;63609
20787;726;432;;0.0;32;0;63607
20788;726;420;;0.0;36;0;63606
20789;726;383;;0.0;26;0;63605
20790;726;305;;0.0;21;0;63604
20791;726;418;;0.0;25;0;63603
20792;726;423;;3.0;11;0;63602
20793;726;375;;1.0;17;0;63601
20794;726;397;;0.0;38;0;63600
20795;726;376;;0.0;31;0;63599
20796;726;430;;2.0;14;0;63598
20797;726;385;;4.0;10;0;63597
20798;726;373;;51.0;1;5;63581
20799;726;356;;8.0;8;0;63582
20800;726;438;;0.0;22;0;63595
20801;726;436;;0.0;27;0;63593
20802;726;394;;0.0;29;0;63592
20803;727;435;;0.0;32;0;63633
20804;727;427;;0.0;21;0;63634
20805;727;364;;13.0;7;0;63635
20806;727;440;;3.0;13;0;63636
20807;727;346;;1.0;15;0;63637
20808;727;278;;0.0;18;0;63638
20809;727;428;;0.0;24;0;63639
20810;727;356;;14.0;6;0;63631
20811;727;452;;0.0;45;0;63674
20812;727;451;;0.0;41;0;63673
20813;727;382;;0.0;27;0;63672
20814;727;450;;0.0;44;0;63671
20815;727;433;;0.0;40;0;63670
20816;727;434;;0.0;19;0;63669
20817;727;345;;0.0;36;0;63668
20818;727;449;;0.0;35;0;63667
20819;727;448;;0.0;20;0;63666
20820;727;447;;0.0;52;0;63665
20821;727;446;;0.0;51;0;63664
20822;727;445;;0.0;50;0;63663
20823;727;444;;0.0;49;0;63662
20824;727;443;;0.0;47;0;63661
20825;727;374;;0.0;30;0;63660
20826;727;442;;0.0;48;0;63659
20827;727;441;;0.0;46;0;63658
20828;727;429;;0.0;43;0;63657
20829;727;432;;0.0;34;0;63656
20830;727;420;;0.0;38;0;63655
20831;727;383;;0.0;28;0;63654
20832;727;305;;0.0;22;0;63653
20833;727;418;;0.0;26;0;63652
20834;727;375;;1.0;17;0;63650
20835;727;397;;0.0;39;0;63649
20836;727;376;;0.0;33;0;63648
20837;727;430;;2.0;14;0;63647
20838;727;385;;4.0;11;0;63646
20839;727;439;;0.0;42;0;63645
20840;727;438;;0.0;23;0;63644
20841;727;437;;0.0;37;0;63643
20842;727;394;;0.0;31;0;63641
20843;729;427;;0.0;22;0;48402
20844;729;458;;0.0;21;0;48401
20845;729;457;;0.0;20;0;48400
20846;729;356;;0.0;19;0;48399
20847;729;341;;0.0;18;0;48398
20848;729;456;;0.0;17;0;48397
20849;729;360;;0.0;16;0;48396
20850;729;364;;0.0;15;0;48395
20851;729;455;;0.0;14;0;48394
20852;729;418;;0.0;13;0;48393
20853;729;404;;0.0;12;0;48392
20854;729;386;;0.0;11;0;48391
20855;729;454;;0.0;10;0;48390
20856;729;373;;0.0;9;0;48389
20857;729;453;;0.0;8;0;48388
20858;729;347;;0.0;7;0;48387
20859;729;430;;1.0;6;0;48386
20860;729;408;;2.0;5;0;48385
20861;729;394;;3.0;4;0;48384
20862;729;403;;4.0;3;0;48383
20863;729;401;;6.0;2;0;48382
20864;729;289;;9.0;1;1;48381
20865;730;459;;0.0;28;0;48430
20866;730;424;;0.0;27;0;48429
20867;730;425;;0.0;26;0;48428
20868;730;346;;0.0;23;0;48427
20869;730;435;;0.0;11;0;48426
20870;730;385;;4.0;5;0;48425
20871;730;427;;0.0;22;0;48424
20872;730;458;;0.0;25;0;48423
20873;730;457;;0.0;24;0;48422
20874;730;356;;0.0;13;0;48421
20875;730;341;;3.0;6;0;48420
20876;730;456;;0.0;18;0;48419
20877;730;360;;9.0;3;1;48418
20878;730;364;;0.0;20;0;48417
20879;730;455;;0.0;21;0;48416
20880;730;418;;0.0;19;0;48415
20881;730;404;;0.0;15;0;48414
20882;730;386;;0.0;17;0;48413
20883;730;454;;0.0;16;0;48412
20884;730;373;;0.0;14;0;48411
20885;730;453;;0.0;12;0;48410
20886;730;347;;2.0;8;0;48409
20887;730;430;;1.0;10;0;48408
20888;730;408;;2.0;9;0;48407
20889;730;394;;3.0;7;0;48406
20890;730;403;;10.0;2;0;48405
20891;730;401;;6.0;4;0;48404
20892;730;289;;10.0;1;1;48403
20893;731;461;;0.0;32;0;48462
20894;731;460;;0.0;30;0;48461
20895;731;436;;0.0;19;0;48460
20896;731;376;;0.0;17;0;48459
20897;731;459;;0.0;27;0;48458
20898;731;424;;0.0;31;0;48457
20899;731;425;;0.0;29;0;48456
20900;731;346;;0.0;18;0;48455
20901;731;435;;0.0;14;0;48454
20902;731;385;;4.0;7;0;48453
20903;731;427;;0.0;15;0;48452
20904;731;458;;0.0;28;0;48451
20905;731;457;;0.0;26;0;48450
20906;731;356;;1.0;13;0;48449
20907;731;341;;5.0;6;0;48448
20908;731;456;;0.0;22;0;48447
20909;731;360;;9.0;4;1;48446
20910;731;364;;0.0;24;0;48445
20911;731;455;;0.0;25;0;48444
20912;731;418;;0.0;23;0;48443
20913;731;404;;0.0;20;0;48442
20914;731;386;;0.0;21;0;48441
20915;731;454;;3.0;8;0;48440
20916;731;373;;9.0;3;1;48439
20917;731;453;;0.0;16;0;48438
20918;731;347;;2.0;10;0;48437
20919;731;430;;1.0;12;0;48436
20920;731;408;;2.0;11;0;48435
20921;731;394;;3.0;9;0;48434
20922;731;403;;14.0;2;0;48433
20923;731;401;;6.0;5;0;48432
20924;731;289;;16.0;1;1;48431
20925;732;437;;0.0;33;0;48498
20926;732;446;;0.0;30;0;48497
20927;732;462;;0.0;28;0;48496
20928;732;397;;0.0;26;0;48495
20929;732;461;;0.0;36;0;48494
20930;732;460;;0.0;34;0;48493
20931;732;436;;0.0;21;0;48492
20932;732;376;;0.0;19;0;48491
20933;732;459;;0.0;27;0;48490
20934;732;424;;0.0;35;0;48489
20935;732;425;;0.0;32;0;48488
20936;732;346;;0.0;20;0;48487
20937;732;435;;0.0;17;0;48486
20938;732;385;;4.0;10;0;48485
20939;732;427;;0.0;16;0;48484
20940;732;458;;0.0;31;0;48483
20941;732;457;;0.0;29;0;48482
20942;732;356;;1.0;15;0;48481
20943;732;341;;7.0;7;0;48480
20944;732;456;;0.0;23;0;48479
20945;732;360;;12.0;3;1;48478
20946;732;364;;9.0;5;1;48477
20947;732;455;;0.0;25;0;48476
20948;732;418;;0.0;24;0;48475
20949;732;404;;0.0;22;0;48474
20950;732;386;;4.0;9;0;48473
20951;732;454;;3.0;11;0;48472
20952;732;373;;9.0;4;1;48471
20953;732;453;;0.0;18;0;48470
20954;732;347;;2.0;13;0;48469
20955;732;430;;2.0;14;0;48468
20956;732;408;;8.0;6;0;48467
20957;732;394;;3.0;12;0;48466
20958;732;403;;14.0;2;0;48465
20959;732;401;;6.0;8;0;48464
20960;732;289;;16.0;1;1;48463
20961;733;465;;0.0;37;0;48538
20962;733;464;;0.0;34;0;48537
20963;733;463;;0.0;25;0;48536
20964;733;438;;0.0;23;0;48535
20965;733;437;;0.0;24;0;48534
20966;733;446;;0.0;33;0;48533
20967;733;462;;0.0;31;0;48532
20968;733;397;;0.0;29;0;48531
20969;733;461;;0.0;40;0;48530
20970;733;460;;0.0;38;0;48529
20971;733;436;;0.0;22;0;48528
20972;733;376;;0.0;20;0;48527
20973;733;459;;0.0;30;0;48526
20974;733;424;;0.0;39;0;48525
20975;733;425;;0.0;36;0;48524
20976;733;346;;0.0;21;0;48523
20977;733;435;;0.0;18;0;48522
20978;733;385;;4.0;10;0;48521
20979;733;427;;0.0;16;0;48520
20980;733;458;;0.0;35;0;48519
20981;733;457;;0.0;32;0;48518
20982;733;356;;3.0;13;0;48517
20983;733;341;;13.0;5;0;48516
20984;733;456;;0.0;27;0;48515
20985;733;360;;16.0;3;1;48514
20986;733;364;;9.0;6;1;48513
20987;733;455;;0.0;28;0;48512
20988;733;418;;0.0;17;0;48511
20989;733;404;;0.0;26;0;48510
20990;733;386;;4.0;9;0;48509
20991;733;454;;3.0;11;0;48508
20992;733;373;;18.0;2;2;48507
20993;733;453;;0.0;19;0;48506
20994;733;347;;2.0;14;0;48505
20995;733;430;;2.0;15;0;48504
20996;733;408;;9.0;7;0;48503
20997;733;394;;3.0;12;0;48502
20998;733;403;;14.0;4;0;48501
20999;733;401;;6.0;8;0;48500
21000;733;289;;19.0;1;1;48499
21001;734;445;;0.0;43;0;48581
21002;734;428;;0.0;42;0;48580
21003;734;466;;0.0;25;0;48579
21004;734;465;;0.0;33;0;48578
21005;734;464;;0.0;36;0;48577
21006;734;463;;0.0;27;0;48576
21007;734;438;;0.0;24;0;48575
21008;734;437;;0.0;22;0;48574
21009;734;446;;0.0;37;0;48573
21010;734;462;;0.0;34;0;48572
21011;734;397;;0.0;31;0;48571
21012;734;461;;0.0;41;0;48570
21013;734;460;;0.0;39;0;48569
21014;734;436;;0.0;23;0;48568
21015;734;376;;0.0;20;0;48567
21016;734;459;;0.0;32;0;48566
21017;734;424;;0.0;40;0;48565
21018;734;425;;0.0;26;0;48564
21019;734;346;;0.0;21;0;48563
21020;734;435;;0.0;18;0;48562
21021;734;385;;4.0;10;0;48561
21022;734;427;;0.0;16;0;48560
21023;734;458;;0.0;38;0;48559
21024;734;457;;0.0;35;0;48558
21025;734;356;;3.0;13;0;48557
21026;734;341;;19.0;3;0;48556
21027;734;456;;0.0;29;0;48555
21028;734;360;;18.0;4;1;48554
21029;734;364;;13.0;6;1;48553
21030;734;455;;0.0;30;0;48552
21031;734;418;;0.0;17;0;48551
21032;734;404;;0.0;28;0;48550
21033;734;386;;4.0;9;0;48549
21034;734;454;;4.0;11;0;48548
21035;734;373;;21.0;2;2;48547
21036;734;453;;0.0;19;0;48546
21037;734;347;;2.0;14;0;48545
21038;734;430;;2.0;15;0;48544
21039;734;408;;9.0;7;0;48543
21040;734;394;;3.0;12;0;48542
21041;734;403;;14.0;5;0;48541
21042;734;401;;6.0;8;0;48540
21043;734;289;;28.0;1;2;48539
21044;735;442;;0.0;47;0;48628
21045;735;439;;0.0;45;0;48627
21046;735;444;;0.0;44;0;48626
21047;735;467;;0.0;43;0;48625
21048;735;445;;0.0;46;0;48624
21049;735;428;;0.0;42;0;48623
21050;735;466;;0.0;26;0;48622
21051;735;465;;0.0;33;0;48621
21052;735;464;;0.0;36;0;48620
21053;735;463;;0.0;27;0;48619
21054;735;438;;0.0;24;0;48618
21055;735;437;;0.0;23;0;48617
21056;735;446;;0.0;37;0;48616
21057;735;462;;0.0;34;0;48615
21058;735;397;;0.0;31;0;48614
21059;735;461;;0.0;41;0;48613
21060;735;460;;0.0;39;0;48612
21061;735;436;;0.0;25;0;48611
21062;735;376;;0.0;21;0;48610
21063;735;459;;0.0;32;0;48609
21064;735;424;;0.0;40;0;48608
21065;735;425;;0.0;20;0;48607
21066;735;346;;0.0;22;0;48606
21067;735;435;;3.0;13;0;48605
21068;735;385;;4.0;11;0;48604
21069;735;427;;0.0;17;0;48603
21070;735;458;;0.0;38;0;48602
21071;735;457;;0.0;35;0;48601
21072;735;356;;3.0;15;0;48600
21073;735;341;;19.0;4;0;48599
21074;735;456;;0.0;29;0;48598
21075;735;360;;22.0;2;1;48597
21076;735;364;;13.0;6;1;48596
21077;735;455;;0.0;30;0;48595
21078;735;418;;0.0;18;0;48594
21079;735;404;;0.0;28;0;48593
21080;735;386;;10.0;7;0;48592
21081;735;454;;4.0;12;0;48591
21082;735;373;;21.0;3;2;48590
21083;735;453;;0.0;19;0;48589
21084;735;347;;3.0;14;0;48588
21085;735;430;;2.0;16;0;48587
21086;735;408;;9.0;8;0;48586
21087;735;394;;5.0;10;0;48585
21088;735;403;;14.0;5;0;48584
21089;735;401;;6.0;9;0;48583
